link	length	PCE	speed
15146	0.0097	15.0598	46.5899
15147	0.2872	15.0598	46.5899
15148	0.0924	170.9150	45.2337
15149	0.2094	63.6891	45.8351
15150	0.0797	312.8792	44.8280
15151	0.0395	0.0000	50.0000
15152	0.0598	0.0000	50.0000
15153	0.1085	0.0000	50.0000
15154	0.0207	18.4022	46.4931
15155	0.0217	17.4343	46.5195
15156	0.0683	106.8940	27.3172
15157	0.0939	186.7884	45.1760
15158	0.0065	186.7884	45.1760
15159	0.0046	186.7884	45.1760
15160	0.1153	9.6242	46.7972
15161	0.4550	0.0320	48.5871
15162	0.1756	130.9735	63.5644
15163	0.2109	0.0320	48.5871
15164	0.0539	198.7616	63.1893
15165	0.0408	62.4246	45.8465
15166	0.2427	40.1355	27.6552
15167	0.0173	1.6409	47.5065
15168	0.1791	12.8508	46.6647
15169	0.0710	0.0000	50.0000
15170	0.1153	8.5357	46.8508
15171	0.0704	0.0000	50.0000
15172	0.1097	110.5128	45.5084
15173	0.1979	125.8113	45.4282
15174	0.1157	0.0203	48.6776
15175	0.1109	0.0000	50.0000
15176	0.2079	0.0203	48.6776
15177	0.2550	0.0000	50.0000
15178	0.2149	1.3069	47.5861
15179	0.2095	1.3359	47.5785
15180	0.3894	3.0270	47.2796
15181	0.3948	0.0000	20.0000
15182	1.2128	0.0000	50.0000
15183	0.0046	0.0000	50.0000
15184	0.0168	0.0000	50.0000
15185	0.1339	0.0000	50.0000
15186	0.0301	0.0000	50.0000
15187	0.2518	0.0000	50.0000
15188	0.0249	0.0000	50.0000
15189	0.2535	0.0000	50.0000
15190	0.2802	0.0000	50.0000
15191	0.1058	0.0000	50.0000
15192	0.1558	0.0000	50.0000
15193	0.6592	0.0000	50.0000
15194	0.0479	65.1447	27.4933
15195	0.0243	21.2574	27.8532
15196	0.1120	0.0000	20.0000
15197	0.2376	0.0000	50.0000
15198	0.0431	0.0000	50.0000
15199	0.0390	0.0000	50.0000
15200	0.0967	103.2312	45.5500
15201	0.1122	10.8934	28.0446
15202	0.1589	125.0299	45.4321
15203	0.0869	162.6767	27.1593
15204	0.0182	87.5717	45.6490
15205	0.0799	87.5717	45.6490
15206	0.1148	0.0000	50.0000
15207	0.0794	1.9282	47.4485
15208	0.0395	0.0000	50.0000
15209	0.0532	0.0000	50.0000
15210	0.0111	0.0000	50.0000
15211	0.1865	0.0000	50.0000
15212	0.0907	247.7651	62.9833
15213	0.0284	0.0000	30.0000
15214	0.0383	0.2012	28.8930
15215	0.0353	0.0000	30.0000
15216	0.0675	0.2012	28.8930
15217	0.0258	0.0460	29.1063
15218	0.0402	0.0000	30.0000
15219	0.0300	0.2012	28.8930
15220	0.0549	0.0460	29.1063
15221	0.0245	0.0000	30.0000
15222	0.0155	0.0000	30.0000
15223	0.0280	0.0000	30.0000
15224	0.0149	0.0000	30.0000
15225	0.0281	0.0000	30.0000
15226	0.0279	0.0000	30.0000
15227	0.0475	0.0000	30.0000
15228	0.0175	0.0000	30.0000
15229	0.0310	0.0000	30.0000
15230	0.0141	0.0000	30.0000
15231	0.0282	0.0000	30.0000
15232	0.0172	0.0000	30.0000
15233	0.0135	0.0000	30.0000
15234	0.0291	0.0000	30.0000
15235	0.0290	0.0000	30.0000
15236	0.0369	0.0000	30.0000
15237	0.0083	0.0000	50.0000
15238	0.1416	0.0000	50.0000
15239	0.0148	26.1034	46.3182
15240	0.1656	0.0000	50.0000
15241	0.1935	4.6653	47.1078
15242	0.1214	0.0000	50.0000
15243	0.1276	4.6653	47.1078
15244	0.1328	27.5654	46.2903
15245	0.1315	0.0000	50.0000
15246	0.0921	0.0000	50.0000
15247	0.2869	100.9848	45.5634
15248	0.0358	609.1606	44.3459
15249	0.0256	0.0000	50.0000
15250	0.0580	60.3090	45.8662
15251	0.0237	67.3200	45.8032
15252	0.0435	0.0000	50.0000
15253	0.0169	0.0000	30.0000
15254	0.7928	26.3014	46.3144
15255	0.5720	0.1005	48.3315
15256	0.0195	27.9396	46.2833
15257	0.0279	40.0267	46.0935
15258	0.0683	0.2374	48.1105
15259	0.0417	8.5278	46.8512
15260	0.0868	35.1061	46.1637
15261	0.0556	19.7415	46.4586
15262	0.0756	26.9155	46.3025
15263	0.1032	2.2296	47.3952
15264	0.1115	61.6851	45.8533
15265	0.1857	45.6470	46.0219
15266	0.1153	41.5442	46.0733
15267	0.0880	15.5358	46.5751
15268	0.1581	79.2690	45.7080
15269	0.0581	71.3970	45.7692
15270	0.0722	8.5791	46.8485
15271	0.0343	0.4006	28.7775
15272	0.2293	15.7670	27.9408
15273	0.0281	43.4575	46.0488
15274	0.0923	71.3970	45.7692
15275	0.0413	0.0000	50.0000
15276	0.0354	98.6095	45.5778
15277	0.1893	26.5160	46.3102
15278	0.1064	369.1780	26.8271
15279	0.1030	0.0000	50.0000
15280	0.0171	67.6650	45.8003
15281	0.6058	16.2019	46.5549
15282	0.0885	0.0000	50.0000
15283	0.7470	0.0000	50.0000
15284	0.4304	0.0000	30.0000
15285	0.0650	0.0000	50.0000
15286	0.0658	0.0000	50.0000
15287	0.0876	44.1083	46.0407
15288	0.1251	0.0000	49.5023
15289	0.4345	0.0072	48.8638
15290	0.2910	0.0367	48.5584
15291	0.0849	0.0000	50.0000
15292	0.0755	0.0000	50.0000
15293	0.0772	108.9053	63.7243
15294	0.0361	0.0000	50.0000
15295	0.0622	32.8242	46.1993
15296	0.0470	889.9700	44.0544
15297	0.1061	199.0209	45.1343
15298	0.1700	61.0121	45.8596
15299	0.1060	35.1187	46.1635
15300	0.1107	109.5495	45.5137
15301	0.0644	35.1187	46.1635
15302	0.0857	0.0000	50.0000
15303	0.0473	0.0000	50.0000
15304	0.0804	0.0000	50.0000
15305	0.0545	0.0000	50.0000
15306	0.0166	0.0000	50.0000
15307	0.0294	0.0000	50.0000
15308	0.0530	0.0000	50.0000
15309	0.2121	130.9735	63.5644
15310	0.4610	0.0000	50.0000
15311	0.0240	200.4502	63.1815
15312	0.0463	39.3316	46.1029
15313	0.0377	35.4282	64.6224
15314	0.0279	0.0000	50.0000
15315	0.1165	0.0000	50.0000
15316	0.2457	0.0000	50.0000
15317	0.1425	0.0000	50.0000
15318	0.0317	56.9603	27.5391
15319	0.0914	60.8137	45.8614
15320	0.0120	74.9717	45.7407
15321	0.2879	0.0000	30.0000
15322	0.1250	31.3318	64.7132
15323	0.1455	24.5751	46.3490
15324	0.9080	0.0000	50.0000
15325	0.0129	0.0000	19.9378
15326	0.1107	136.5030	27.2263
15327	0.4937	0.0000	50.0000
15328	0.0757	3.7981	47.1907
15329	0.3797	9.0193	46.8263
15330	0.1111	26.9084	46.3027
15331	0.0971	0.0000	50.0000
15332	0.0274	0.0000	50.0000
15333	0.0292	0.3592	47.9942
15334	0.0283	0.0000	50.0000
15335	0.0439	0.2063	48.1484
15336	0.1113	0.0000	50.0000
15337	0.0363	0.0000	50.0000
15338	0.0390	0.5655	47.8589
15339	0.0293	0.0000	50.0000
15340	0.0105	295.3134	62.8153
15341	0.0168	0.0000	50.0000
15342	0.0188	11.3250	46.7233
15343	0.2454	0.0000	50.0000
15344	0.0387	0.0000	50.0000
15345	0.1561	0.0009	49.1641
15346	0.2856	0.0000	50.0000
15347	0.0295	0.0001	49.3914
15348	0.1043	0.0008	68.8594
15349	0.1281	0.0000	50.0000
15350	0.5956	0.0058	68.4609
15351	0.3241	0.6592	47.8113
15352	0.2937	0.6592	47.8113
15353	0.2697	0.0000	50.0000
15354	0.2783	0.0000	50.0000
15355	0.3104	0.0000	50.0000
15356	0.0368	85.2674	45.6649
15357	0.0112	26.2457	46.3154
15358	0.3614	88.0640	45.6457
15359	0.5226	56.7454	45.9007
15360	0.2387	29.5735	46.2539
15361	0.2347	15.4517	46.5777
15362	0.0659	151.4387	45.3114
15363	0.2143	0.0000	50.0000
15364	0.0111	15.4394	46.5780
15365	0.1088	15.4394	46.5780
15366	0.3304	19.2559	46.4709
15367	0.0608	14.8295	46.5973
15368	0.1844	0.6099	47.8356
15369	0.1195	5.6963	47.0251
15370	0.0963	0.7644	47.7644
15371	0.1163	5.6057	47.0318
15372	0.0138	17.4343	46.5195
15373	0.0346	5.6057	47.0318
15374	0.0560	5.9640	47.0058
15375	0.0652	7.4029	46.9132
15376	0.0241	5.6057	47.0318
15377	0.0258	5.9640	47.0058
15378	0.0584	0.0000	50.0000
15379	0.1149	10.3932	46.7625
15380	0.1239	0.3357	48.0137
15381	0.0362	10.3932	46.7625
15382	0.0240	10.5282	46.7566
15383	0.0810	6.9912	46.9380
15384	0.0079	3.0612	47.2753
15385	0.0680	7.1863	46.9261
15386	0.0626	8.4932	46.8530
15387	0.0377	6.9912	46.9380
15388	0.0518	0.0000	50.0000
15389	0.2770	0.0000	20.0000
15390	0.0575	0.0000	50.0000
15391	0.0139	0.9584	47.6908
15392	0.1804	0.0000	50.0000
15393	0.1708	0.0000	50.0000
15394	0.1540	0.0000	50.0000
15395	0.0693	91.4226	45.6233
15396	0.1342	0.0394	19.4174
15397	0.0963	3.5456	47.2180
15398	0.0184	263.3904	26.9679
15399	0.2573	4.9609	47.0826
15400	0.2947	0.0000	50.0000
15401	0.1304	0.0000	50.0000
15402	0.1693	0.0000	50.0000
15403	0.0723	0.0000	50.0000
15404	0.1314	3.5228	47.2205
15405	0.1466	95.4680	45.5973
15406	0.0235	0.0000	50.0000
15407	0.3678	24.5161	27.8101
15408	0.2544	123.1946	45.4413
15409	0.1267	90.3480	27.3782
15410	0.0603	0.0000	50.0000
15411	0.1119	0.0000	50.0000
15412	0.2302	0.7219	47.7826
15413	0.0502	0.5642	28.7158
15414	0.4686	0.0000	50.0000
15415	0.0047	5.1982	47.0633
15416	0.5591	7.5018	46.9074
15417	0.1575	8.0065	46.8790
15418	0.1186	0.0000	50.0000
15419	0.0522	54.9456	45.9189
15420	0.0172	68.9327	27.4737
15421	0.2461	0.0000	30.0000
15422	0.0814	0.0000	30.0000
15423	0.0331	0.0000	50.0000
15424	0.0347	0.0000	30.0000
15425	0.0202	0.0000	30.0000
15426	0.0110	0.0000	30.0000
15427	0.0366	0.0000	30.0000
15428	0.1401	0.0000	30.0000
15429	0.0370	0.0000	30.0000
15430	0.1270	30.3178	27.7446
15431	0.0605	43.0000	27.6327
15432	0.1108	7.5018	46.9074
15433	0.0897	0.4414	28.7603
15434	0.0398	0.0000	30.0000
15435	0.0371	0.0000	50.0000
15436	0.0647	25.1262	27.8026
15437	0.0890	21.4318	27.8507
15438	0.0333	5.5365	28.2222
15439	0.0893	1.6524	28.5024
15440	0.0452	17.2952	27.9140
15441	0.0254	3.4002	47.2344
15442	0.0260	25.1118	46.3380
15443	0.0490	300.4518	62.7986
15444	0.0026	239.3710	63.0159
15445	0.0954	4.3361	28.2825
15446	0.0380	424.1526	62.4575
15447	0.0201	11.3250	46.7233
15448	0.0023	59.6413	45.8725
15449	0.0115	169.3829	45.2395
15450	0.0694	138.8192	45.3666
15451	0.2752	0.2513	48.0949
15452	0.0188	1.2183	47.6102
15453	0.0086	0.0000	50.0000
15454	0.0164	0.0000	50.0000
15455	0.1044	0.0000	50.0000
15456	0.0105	0.0000	50.0000
15457	0.2383	56.6067	45.9021
15458	0.0601	1.3169	28.5501
15459	0.0386	35.7311	27.6926
15460	0.0064	0.0000	50.0000
15461	0.0608	317.5626	44.8177
15462	0.3310	133.8846	45.3893
15463	0.1221	1.6360	28.5045
15464	0.0086	4.1356	28.2940
15465	0.0923	19.4136	27.8801
15466	0.0352	65.6233	45.8179
15467	0.0121	0.0000	30.0000
15468	0.0728	63.6890	45.8351
15469	0.0715	0.0000	50.0000
15470	0.1933	0.0000	50.0000
15471	0.1136	0.0000	50.0000
15472	0.2049	12.1050	46.6926
15473	0.3823	0.0000	50.0000
15474	0.0916	12.1050	46.6926
15475	0.0100	3.5691	28.3292
15476	0.1465	0.0000	50.0000
15477	0.4614	0.0000	50.0000
15478	0.4637	0.0000	50.0000
15479	0.1513	0.0000	50.0000
15480	0.2151	56.2395	45.9058
15481	0.0328	66.2794	45.8122
15482	0.0258	609.1606	44.3459
15483	0.0793	889.9700	44.0544
15484	0.2280	244.2644	44.9977
15485	0.0854	244.2644	62.9968
15486	0.4174	0.0968	48.3404
15487	0.1537	55.1809	45.9165
15488	0.0500	0.0000	50.0000
15489	0.0865	0.0000	50.0000
15490	0.0644	0.0000	50.0000
15491	0.0507	328.8304	44.7933
15492	0.1114	0.0000	50.0000
15493	0.5084	32.2381	46.2088
15494	0.1110	16.2649	46.5530
15495	0.1950	0.0000	30.0000
15496	0.0527	35.5434	46.1572
15497	0.2360	0.0000	49.9406
15498	0.1280	0.0000	50.0000
15499	0.1912	0.0000	50.0000
15500	0.1394	0.0000	50.0000
15501	0.0116	221.4675	45.0635
15502	0.1887	0.0000	50.0000
15503	0.0068	0.0000	50.0000
15504	0.0415	5.3553	47.0509
15505	0.2685	7.9676	46.8811
15506	0.0173	9.0940	46.8226
15507	0.2895	23.3381	46.3751
15508	0.0694	3.0693	47.2743
15509	0.1939	0.0910	48.3553
15510	0.1448	180.1728	45.1995
15511	0.0805	50.9637	27.5766
15512	0.0215	359.8601	45.4579
15513	0.0857	14.7082	27.9607
15514	0.0646	29.1165	27.7572
15515	0.0853	11.5005	28.0297
15516	0.0605	16.2782	27.9316
15517	0.1494	0.0846	48.3725
15518	0.3044	0.0000	50.0000
15519	0.0170	59.6939	27.5232
15520	0.1219	0.0000	30.0000
15521	0.4676	0.0000	30.0000
15522	0.4105	67.6818	45.8001
15523	0.0854	256.2580	63.5836
15524	0.0655	291.2707	63.4707
15525	0.0961	0.0000	50.0000
15526	0.0135	46.0794	46.3816
15527	0.1078	27.0768	46.2995
15528	0.0158	46.0794	46.3816
15529	0.1698	0.0000	50.0000
15530	0.0959	0.0000	50.0000
15531	0.5882	0.0000	50.0000
15532	0.0352	30.7853	46.2329
15533	0.1626	38.4557	46.1150
15534	0.1102	56.1473	45.9067
15535	0.2138	87.2676	45.6511
15536	0.2551	0.0000	50.0000
15537	0.5357	87.2676	45.6511
15538	0.5310	180.2945	45.1991
15539	0.1199	111.7454	45.5016
15540	0.0713	180.2945	45.1991
15541	0.0251	0.0000	50.0000
15542	0.3414	0.0176	48.7048
15543	0.1053	54.1728	45.9268
15544	0.0602	68.3581	45.7944
15545	0.2665	2.9659	47.2875
15546	0.0269	0.0021	29.4310
15547	0.5536	2.3450	47.3765
15548	0.2570	41.8895	46.0688
15549	0.0203	78.5044	27.4282
15550	0.0168	48.8171	45.9849
15551	0.1546	51.6631	45.9534
15552	0.0512	21.5918	46.4141
15553	0.0788	0.0000	50.0000
15554	0.1971	19.3846	46.4676
15555	0.1289	0.0000	50.0000
15556	0.2689	19.3846	46.4676
15557	0.1565	0.0000	50.0000
15558	0.2429	6.0474	46.9999
15559	0.1565	14.3579	46.6126
15560	0.0857	0.0000	50.0000
15561	0.0491	0.0000	50.0000
15562	0.1562	0.0000	50.0000
15563	0.1808	0.0000	50.0000
15564	0.1346	6.0474	46.9999
15565	0.1832	0.0000	50.0000
15566	0.0385	0.0000	50.0000
15567	0.0119	0.0000	50.0000
15568	0.0973	0.0000	50.0000
15569	0.1287	0.0000	50.0000
15570	0.1125	0.0000	50.0000
15571	0.2312	6.0474	46.9999
15572	0.2288	0.0099	48.8089
15573	0.1548	7.9169	46.8839
15574	0.0208	0.0000	50.0000
15575	0.0736	141.9520	63.4935
15576	0.9735	111.5039	63.7041
15577	0.1305	35.3695	46.1598
15578	0.3573	3.5541	47.2170
15579	0.0473	0.0000	50.0000
15580	0.0801	2.3450	47.3765
15581	0.2792	0.0000	50.0000
15582	0.1728	103.4434	45.5487
15583	0.0632	41.8895	46.0688
15584	0.3470	100.3761	45.5670
15585	0.0708	0.0000	50.0000
15586	0.0579	0.0000	50.0000
15587	0.2143	0.0000	50.0000
15588	0.0253	0.0000	50.0000
15589	0.0285	5.4419	47.0442
15590	0.3743	11.4356	46.7188
15591	0.1977	0.0000	50.0000
15592	0.2512	46.1891	46.0154
15593	0.0403	0.8133	47.7444
15594	0.0943	61.5016	27.5130
15595	0.0128	52.2505	45.9470
15596	1.0032	143.4508	63.4841
15597	0.1372	16.6233	46.5425
15598	0.3652	6.5203	46.9679
15599	0.0762	0.0000	50.0000
15600	0.2245	0.0000	50.0000
15601	0.0703	63.8257	45.8338
15602	0.6047	12.3953	46.6816
15603	0.5280	36.6277	64.5976
15604	0.0941	21.5918	46.4141
15605	0.0920	29.4325	46.2563
15606	0.0430	0.0000	50.0000
15607	0.1871	48.8171	27.5909
15608	0.0262	0.0000	20.0000
15609	0.0364	130.9735	45.4031
15610	0.0810	0.0000	50.0000
15611	0.0202	0.0085	48.8370
15612	0.1113	0.0000	50.0000
15613	0.0660	0.0085	48.8370
15614	0.0367	0.0000	50.0000
15615	0.2167	0.0000	50.0000
15616	0.2573	0.0000	50.0000
15617	0.0146	0.0085	48.8370
15618	0.0661	0.0000	50.0000
15619	0.0068	223.8962	45.0562
15620	0.1026	0.0000	50.0000
15621	0.2126	0.0000	50.0000
15622	0.0090	174.1334	45.2216
15623	0.0591	45.2678	46.0265
15624	0.0975	0.0000	50.0000
15625	0.0254	29.0542	46.2631
15626	0.0169	20.0266	27.8709
15627	0.0142	19.8320	27.8738
15628	0.1210	0.0000	50.0000
15629	0.0324	16.8199	27.9221
15630	0.0270	47.3342	46.0019
15631	0.3640	2.3414	66.3279
15632	0.4324	2.3394	66.3283
15633	0.1433	3.3835	28.3418
15634	0.0101	0.0000	50.0000
15635	0.1276	0.0000	50.0000
15636	0.0234	191.5458	45.1595
15637	0.2942	1.3039	47.5869
15638	0.1772	190.2419	45.1640
15639	0.8344	96.1150	45.5932
15640	0.0249	419.9713	62.4675
15641	0.0232	390.3552	62.5409
15642	0.0032	2.8806	47.2987
15643	0.0528	0.0000	20.0000
15644	0.0636	0.0000	20.0000
15645	0.0686	0.0000	20.0000
15646	0.1317	0.0000	20.0000
15647	0.1580	244.9839	44.9957
15648	0.2460	0.0000	50.0000
15649	0.4746	80.3552	45.7000
15650	0.0053	8.4909	46.8531
15651	0.1750	0.0000	50.0000
15652	0.0922	0.0000	50.0000
15653	0.1211	0.0000	50.0000
15654	0.0369	0.0000	50.0000
15655	0.0313	0.0000	50.0000
15656	0.0877	0.0000	50.0000
15657	0.1272	0.0000	50.0000
15658	0.0940	0.0000	30.0000
15659	0.0948	90.6378	27.3771
15660	0.0918	96.6886	27.3538
15661	0.0259	0.0000	50.0000
15662	0.0788	59.5399	64.2229
15663	0.1270	0.0000	50.0000
15664	0.0458	3.9071	28.3077
15665	0.0449	36.4477	27.6863
15666	0.1324	68.7417	27.4747
15667	0.2324	130.9735	45.4031
15668	0.0401	0.0000	50.0000
15669	0.0395	0.0000	50.0000
15670	0.0914	0.0000	50.0000
15671	0.1363	39.3647	46.1025
15672	0.0579	0.0000	50.0000
15673	0.9433	16.8329	46.5365
15674	0.2495	0.0000	50.0000
15675	0.2488	0.0000	50.0000
15676	0.2692	0.0000	50.0000
15677	0.0886	0.0000	50.0000
15678	0.1247	0.0000	50.0000
15679	0.1867	0.0000	50.0000
15680	0.1292	0.0000	50.0000
15681	0.0698	0.0000	50.0000
15682	0.3932	0.0000	50.0000
15683	0.1244	0.0000	50.0000
15684	0.0455	2.9246	47.2929
15685	0.2434	19.5869	46.4625
15686	0.3924	68.0377	45.7971
15687	0.4330	68.0372	45.7971
15688	0.1720	0.0002	49.3330
15689	0.1250	41.8894	64.4963
15690	0.4500	0.0000	50.0000
15691	0.8840	0.0002	49.3331
15692	0.5928	0.0000	49.7603
15693	0.1686	0.0000	50.0000
15694	0.0373	0.0000	50.0000
15695	0.1291	0.0000	50.0000
15696	0.1253	10.3209	28.0594
15697	0.0062	0.0000	50.0000
15698	0.0574	0.0000	50.0000
15699	0.1370	0.0000	50.0000
15700	0.0303	882.0262	61.6860
15701	0.0075	90.6378	27.3771
15702	0.0086	38.3642	27.6698
15703	0.0075	0.5551	19.1459
15704	0.0375	38.3642	18.4465
15705	0.0087	0.5551	19.1459
15706	0.0094	0.3942	28.7803
15707	0.0315	0.5551	19.1459
15708	0.0306	0.3942	19.1869
15709	0.0539	0.3010	19.2179
15710	0.0575	0.2889	19.2225
15711	0.0067	0.2662	19.2316
15712	0.0441	0.5672	19.1432
15713	0.0347	123.1861	45.4414
15714	0.3140	0.0000	50.0000
15715	0.0582	0.0000	50.0000
15716	0.1516	0.0000	50.0000
15717	0.3567	5.3553	47.0509
15718	0.1200	0.0000	50.0000
15719	0.0176	0.0000	50.0000
15720	0.0083	0.0000	50.0000
15721	0.0748	47.3342	46.0019
15722	0.0064	11.7774	46.7052
15723	0.0163	290.3686	44.8797
15724	0.2926	249.0232	44.9847
15725	0.0242	0.0000	50.0000
15726	0.1187	0.0000	50.0000
15727	0.0539	0.0000	30.0000
15728	0.0191	631.4561	44.3188
15729	0.0151	175.6090	27.1297
15730	0.0247	629.5354	44.3211
15731	0.0244	308.3792	44.8381
15732	0.0123	51.3378	27.5741
15733	0.0246	280.2892	44.9040
15734	0.0307	0.0000	30.0000
15735	0.0070	0.0000	50.0000
15736	0.0354	353.8842	44.7417
15737	0.0283	351.5035	44.7465
15738	0.0223	353.8842	44.7417
15739	0.0192	50.9637	27.5766
15740	0.0064	360.5567	44.7285
15741	0.0249	54.0627	27.5568
15742	0.0011	0.0000	30.0000
15743	0.3318	0.0000	50.0000
15744	0.1786	0.0000	50.0000
15745	0.0197	89.5062	27.3816
15746	0.4913	173.2555	63.3149
15747	0.2017	197.0773	27.0845
15748	0.2391	25.1603	46.3370
15749	0.0059	10.5282	46.7566
15750	0.2137	25.1603	46.3370
15751	0.1958	64.9679	45.8237
15752	0.0121	44.1083	46.0407
15753	0.0065	357.7733	45.2042
15754	0.0257	469.0176	44.5396
15755	0.0209	99.7993	45.5705
15756	0.0083	99.7993	45.5705
15757	0.0510	0.0000	50.0000
15758	0.0456	1.8306	47.4673
15759	0.1478	0.0000	50.0000
15760	0.0153	186.4319	45.1772
15761	0.0153	24.5863	27.8092
15762	0.0295	91.6348	45.6219
15763	0.4029	0.0000	50.0000
15764	0.0662	0.0000	50.0000
15765	0.0421	0.0000	20.0000
15766	0.0526	0.0000	20.0000
15767	0.0777	0.0000	20.0000
15768	0.0806	0.0000	20.0000
15769	0.0316	1.6409	47.5065
15770	0.0194	1.5611	47.5241
15771	0.0522	0.6866	47.7985
15772	0.2953	0.8133	47.7444
15773	0.1202	30.7848	46.2329
15774	0.1194	33.3076	27.7149
15775	0.1441	0.0000	50.0000
15776	0.0593	165.5560	45.2543
15777	0.3521	0.0000	50.0000
15778	0.0974	47.2785	46.0026
15779	0.0093	0.0000	50.0000
15780	0.0624	0.0000	50.0000
15781	0.0599	0.0000	50.0000
15782	0.0453	0.0000	50.0000
15783	0.0637	0.0000	50.0000
15784	0.0416	0.0000	50.0000
15785	0.0435	0.0000	50.0000
15786	0.0472	0.0000	20.0000
15787	0.0586	0.0000	50.0000
15788	0.2181	0.4102	47.9555
15789	0.1249	42.0231	46.0671
15790	0.0192	0.0000	50.0000
15791	0.0989	0.0008	49.1704
15792	0.1871	0.0008	49.1704
15793	0.0657	0.0000	50.0000
15794	0.2696	0.0000	30.0000
15795	0.1369	0.0000	20.0000
15796	0.2074	51.3656	45.9566
15797	0.1076	0.0000	30.0000
15798	0.0945	51.3656	45.9566
15799	0.3604	0.0072	48.8638
15800	0.4294	0.0000	50.0000
15801	0.1529	0.0000	50.0000
15802	0.1311	0.0000	50.0000
15803	0.0984	0.0000	30.0000
15804	0.0334	70.9019	45.7732
15805	0.0881	51.3656	45.9566
15806	0.3278	51.3656	45.9566
15807	0.0065	12.7110	46.6699
15808	0.2801	12.7110	46.6699
15809	0.1090	0.0000	50.0000
15810	1.3800	0.0000	50.0000
15811	0.3467	0.0000	50.0000
15812	0.0366	82.1491	63.9617
15813	0.0118	68.2661	64.1132
15814	0.0288	68.7171	64.1079
15815	0.0118	7.8754	28.1317
15816	0.1317	64.8563	45.8247
15817	0.4169	0.0000	50.0000
15818	0.1831	75.1570	45.7393
15819	0.1008	0.0000	50.0000
15820	0.2005	0.0000	50.0000
15821	0.4127	0.0000	50.0000
15822	0.1487	0.0000	50.0000
15823	0.1966	70.1109	45.7797
15824	0.0147	0.0000	50.0000
15825	0.0897	5.6697	47.0271
15826	0.0596	0.0000	50.0000
15827	0.0588	0.0000	50.0000
15828	0.1141	0.3051	48.0408
15829	0.1471	0.0000	50.0000
15830	0.0535	1.0418	47.6631
15831	0.3762	0.0000	50.0000
15832	0.1821	1.0418	47.6631
15833	0.0614	0.0000	50.0000
15834	0.0537	0.0000	50.0000
15835	0.0821	0.0000	50.0000
15836	0.0557	1.0418	47.6631
15837	0.2102	0.0000	50.0000
15838	0.1809	0.0000	50.0000
15839	0.0736	0.0000	50.0000
15840	0.1338	0.0000	50.0000
15841	0.2443	0.0000	50.0000
15842	0.2869	0.0000	50.0000
15843	0.2480	0.0000	30.0000
15844	0.0368	0.9789	47.6838
15845	0.0166	0.9789	47.6838
15846	0.0429	0.9108	47.7076
15847	0.0400	0.6339	47.8236
15848	0.0654	87.3364	45.6506
15849	0.0405	0.3113	48.0351
15850	0.0460	0.0000	20.0000
15851	0.0295	0.0000	50.0000
15852	0.0650	0.3316	48.0171
15853	0.0278	0.0000	50.0000
15854	0.0630	144.5915	45.3408
15855	0.0405	0.5984	47.8415
15856	0.0639	0.0007	49.1890
15857	0.0396	0.0000	50.0000
15858	0.0725	0.0000	50.0000
15859	0.1086	6.5203	46.9679
15860	0.0538	28.4170	46.2745
15861	0.2772	0.0000	50.0000
15862	0.1333	100.9848	45.5634
15863	0.0956	100.9848	63.7887
15864	0.1271	24.9966	46.3403
15865	0.5380	609.1606	62.0843
15866	0.6222	0.0002	49.3151
15867	0.5516	0.0000	50.0000
15868	0.1783	0.0000	50.0000
15869	0.1548	8.0817	46.8749
15870	0.0254	6.9912	46.9380
15871	0.0196	357.7733	45.4615
15872	0.2037	15.8405	46.5657
15873	0.3316	10.5913	46.7539
15874	0.2006	10.5913	46.7539
15875	0.0736	240.1929	27.0054
15876	0.1151	126.9670	27.2535
15877	0.0386	0.0000	50.0000
15878	0.0337	20.8912	46.4306
15879	0.0194	123.8446	45.4380
15880	0.0967	0.0000	50.0000
15881	0.0318	29.2323	27.7559
15882	0.1028	0.0000	30.0000
15883	0.1826	0.0000	30.0000
15884	0.0598	0.0000	30.0000
15885	0.0405	0.0000	30.0000
15886	0.0263	0.0000	30.0000
15887	0.0865	0.0000	30.0000
15888	0.1304	49.7158	45.9747
15889	0.1966	28.0128	46.2819
15890	0.0722	0.0000	50.0000
15891	0.0484	52.9144	45.9400
15892	0.0174	0.0000	50.0000
15893	0.1789	0.0000	50.0000
15894	0.0078	56.2443	45.9057
15895	0.1430	31.0651	46.2282
15896	0.0468	35.5277	64.6203
15897	0.0139	3.3835	28.3418
15898	0.0509	0.0000	50.0000
15899	0.0750	0.0000	50.0000
15900	0.1642	25.6701	46.3268
15901	0.0375	0.0000	50.0000
15902	0.0305	0.2327	28.8695
15903	0.0250	0.0000	20.0000
15904	0.0259	0.0000	20.0000
15905	0.0795	0.0000	20.0000
15906	0.0128	345.3545	63.3179
15907	0.2767	143.3998	45.3460
15908	0.0501	0.0000	50.0000
15909	0.0063	0.0000	50.0000
15910	0.2195	0.0000	20.0000
15911	0.0304	88.3108	45.6440
15912	0.1960	0.6162	47.8324
15913	0.1189	0.6162	47.8324
15914	0.0953	1.9209	47.4499
15915	0.2595	77.5720	45.7207
15916	0.0325	0.0000	20.0000
15917	0.0971	0.0000	20.0000
15918	0.0902	0.0000	20.0000
15919	0.0339	41.0870	46.0793
15920	0.0310	41.0870	46.0793
15921	0.2636	3.4886	47.2244
15922	0.3172	0.0000	50.0000
