link	length	PCE	speed
5006	0.1843	0.0000	50.0000
5007	0.0974	0.0000	50.0000
5008	0.9064	0.0000	50.0000
5009	0.2712	0.0000	50.0000
5010	0.3929	2108.0878	120.0000
5011	0.1203	61.8576	50.0000
5012	0.0836	41.7934	30.0000
5013	0.0152	175.6090	29.9996
5014	0.0425	113.3638	29.9999
5015	0.0201	603.6654	69.9917
5016	0.2024	91.6017	49.9999
5017	0.0164	140.9919	49.9997
5018	0.0064	113.4614	49.9999
5019	0.0254	140.9919	49.9997
5020	0.0161	113.4614	49.9999
5021	0.0160	140.9919	49.9997
5022	0.0064	0.3453	30.0000
5023	0.1306	0.5780	30.0000
5024	0.0088	2.6521	30.0000
5025	0.0139	18.3162	50.0000
5026	0.2478	0.2017	50.0000
5027	0.1009	0.0015	50.0000
5028	0.3774	0.0000	50.0000
5029	0.2644	167.1235	69.9992
5030	0.1165	145.8433	69.9995
5031	0.1019	71.8464	50.0000
5032	0.0550	71.8464	50.0000
5033	0.0560	167.1235	49.9994
5034	0.1204	198.5603	49.9989
5035	0.0184	182.6543	49.9992
5036	0.0156	133.2442	69.9997
5037	0.2296	238.4986	69.9968
5038	0.0352	21.6175	50.0000
5039	0.0350	109.6483	49.9999
5040	0.2682	130.2515	49.9998
5041	0.0602	397.0072	49.9823
5042	0.2096	8.6948	50.0000
5043	0.0474	0.0000	20.0000
5044	0.0477	0.0000	20.0000
5045	0.2140	0.0000	20.0000
5046	0.0854	92.0582	30.0000
5047	0.1903	5.4474	30.0000
5048	0.0125	2.9326	30.0000
5049	0.2148	78.7954	30.0000
5050	0.2301	18.1923	50.0000
5051	0.1025	0.0000	50.0000
5052	0.2586	36.0822	50.0000
5053	0.1365	26.8412	50.0000
5054	0.0898	260.1747	29.9980
5055	0.1906	260.1747	29.9980
5056	0.2965	0.0000	50.0000
5057	0.4723	0.0000	50.0000
5058	0.1582	115.1701	49.9999
5059	0.0238	47.5356	50.0000
5060	0.1780	25.5338	30.0000
5061	0.0504	0.0000	50.0000
5062	0.0697	0.0000	50.0000
5063	0.1032	0.0000	50.0000
5064	0.0636	0.0000	30.0000
5065	0.0098	0.0000	30.0000
5066	0.0139	0.0000	30.0000
5067	0.0089	0.0000	50.0000
5068	0.0293	1.0418	50.0000
5069	0.0190	1.0418	50.0000
5070	0.0888	0.0000	50.0000
5071	0.0166	191.1880	49.9990
5072	0.0131	0.0000	50.0000
5073	0.1713	0.0022	50.0000
5074	0.6086	0.0000	50.0000
5075	0.0687	0.0014	50.0000
5076	0.0722	13.5089	30.0000
5077	0.0164	114.2996	29.9999
5078	0.1272	3.9122	30.0000
5079	0.3386	24.5829	50.0000
5080	0.4640	0.0000	50.0000
5081	0.0547	0.0000	50.0000
5082	0.3882	0.0000	50.0000
5083	0.4768	0.0000	50.0000
5084	0.0419	586.0767	69.8822
5085	0.0082	220.7256	69.9976
5086	0.3920	191.1503	69.9987
5087	0.0187	220.7256	69.9976
5088	0.3660	191.1503	69.9987
5089	0.0183	570.9166	49.9242
5090	0.1552	109.7731	49.9999
5091	0.0053	0.0000	50.0000
5092	0.0805	0.0000	50.0000
5093	0.1372	0.0000	50.0000
5094	0.0574	5.2143	50.0000
5095	0.0369	18.4696	50.0000
5096	0.1690	0.0000	30.0000
5097	0.0733	0.0000	30.0000
5098	0.0111	16.9938	50.0000
5099	0.1171	9.4260	50.0000
5100	0.1011	3.5960	50.0000
5101	0.1094	0.0000	50.0000
5102	0.1067	0.5195	50.0000
5103	0.1723	0.3714	50.0000
5104	0.0683	0.0000	50.0000
5105	0.0924	0.0000	50.0000
5106	0.1259	0.0000	50.0000
5107	0.5177	130.9735	69.9997
5108	0.8401	0.0000	50.0000
5109	0.0841	0.0000	50.0000
5110	0.0111	70.1357	50.0000
5111	0.1865	28.9413	50.0000
5112	0.1055	103.2312	49.9999
5113	0.0219	62.8536	50.0000
5114	0.0999	79.4877	50.0000
5115	0.0798	8.3718	50.0000
5116	0.1454	52.9973	50.0000
5117	0.1508	71.3795	50.0000
5118	0.0078	71.3795	50.0000
5119	0.1023	1.4845	50.0000
5120	0.0144	225.6214	69.9974
5121	0.0272	163.0160	49.9995
5122	0.1024	0.0000	50.0000
5123	0.0736	8.3718	50.0000
5124	0.3472	0.0000	50.0000
5125	0.0888	14.6855	50.0000
5126	0.0661	12.5588	50.0000
5127	0.2794	0.0000	50.0000
5128	0.0263	14.4403	50.0000
5129	0.0940	14.4403	50.0000
5130	0.0636	19.8603	50.0000
5131	0.0299	0.0000	30.0000
5132	0.0863	15.2124	50.0000
5133	0.1964	88.7328	50.0000
5134	0.1465	0.2013	50.0000
5135	0.4595	0.0000	30.0000
5136	0.0188	100.6077	49.9999
5137	0.0406	382.6611	69.9987
5138	0.0577	382.6611	69.9997
5139	0.0570	412.0493	69.9982
5140	0.0439	412.0493	69.9982
5141	0.0183	8.5985	50.0000
5142	0.0386	0.0000	50.0000
5143	0.0926	0.0000	50.0000
5144	0.0101	26.3679	50.0000
5145	0.3010	0.0000	50.0000
5146	0.1222	0.0000	50.0000
5147	0.0066	107.0555	29.9999
5148	0.0616	106.8940	29.9999
5149	0.0069	244.2644	69.9964
5150	0.0027	889.9700	69.3781
5151	0.7214	7.1598	50.0000
5152	0.0556	0.0000	30.0000
5153	0.0530	0.0000	50.0000
5154	0.0353	0.0000	20.0000
5155	0.0593	0.0000	20.0000
5156	0.0347	75.3580	50.0000
5157	0.2095	74.9717	50.0000
5158	0.0171	0.0000	50.0000
5159	0.0045	0.0000	20.0000
5160	0.0555	0.0000	20.0000
5161	0.3999	0.0000	50.0000
5162	0.4926	100.8488	49.9999
5163	0.0513	149.4513	49.9996
5164	0.3841	122.1437	49.9998
5165	0.2383	0.0000	50.0000
5166	0.0897	0.0000	50.0000
5167	0.0490	480.0773	69.9967
5168	0.2044	480.0773	69.9967
5169	0.4164	0.0000	50.0000
5170	0.4422	636.0613	69.8367
5171	0.2795	114.8967	49.9999
5172	0.3268	0.0000	50.0000
5173	0.0886	126.0091	49.9998
5174	0.5770	0.0000	50.0000
5175	0.1995	0.0000	50.0000
5176	0.4173	0.0000	50.0000
5177	0.1070	42.7935	50.0000
5178	0.0957	146.7970	49.9997
5179	0.2187	0.0000	50.0000
5180	0.0772	45.0492	50.0000
5181	0.0655	65.1447	50.0000
5182	0.0212	0.0000	30.0000
5183	0.0674	16.2360	30.0000
5184	0.0086	151.5885	29.9998
5185	0.0295	144.6015	29.9998
5186	0.0263	61.8084	30.0000
5187	0.0170	144.6015	29.9998
5188	0.1247	0.0000	50.0000
5189	0.3198	3.1173	50.0000
5190	0.3338	20.3029	50.0000
5191	0.1293	0.3456	50.0000
5192	0.0838	0.1296	20.0000
5193	0.0893	0.0306	20.0000
5194	0.0984	0.0000	30.0000
5195	0.0861	0.0000	50.0000
5196	0.2687	2.8200	50.0000
5197	0.0158	3.0834	50.0000
5198	0.0170	34.5824	50.0000
5199	0.0508	128.9851	29.9999
5200	0.1537	128.9851	29.9999
5201	0.0171	141.8546	49.9997
5202	0.0236	0.0000	30.0000
5203	0.3012	196.8413	49.9989
5204	0.0702	13.3561	50.0000
5205	0.1537	58.3058	50.0000
5206	0.0050	163.0160	49.9995
5207	0.0144	52.8442	30.0000
5208	0.0298	117.1616	29.9999
5209	0.0769	0.0000	50.0000
5210	0.0085	68.5358	50.0000
5211	0.1877	109.9408	49.9999
5212	0.0337	82.4891	50.0000
5213	0.0156	215.1620	49.9985
5214	0.1811	59.5399	50.0000
5215	0.0390	16.5536	30.0000
5216	0.0481	126.4569	49.9998
5217	0.1698	0.0000	50.0000
5218	0.1285	0.0000	50.0000
5219	0.3742	0.0000	50.0000
5220	0.0225	0.0000	50.0000
5221	0.1298	0.0000	50.0000
5222	0.2330	0.0000	30.0000
5223	0.0662	88.7252	50.0000
5224	0.0082	0.0000	50.0000
5225	0.2431	1.6469	50.0000
5226	0.0590	1.6469	50.0000
5227	0.1129	1.2581	50.0000
5228	0.1949	0.0000	50.0000
5229	0.1736	1.6097	50.0000
5230	0.1910	0.0000	50.0000
5231	0.5462	0.0000	50.0000
5232	0.0501	515.0809	89.9943
5233	0.0376	0.0000	70.0000
5234	0.0361	0.0000	70.0000
5235	0.0241	0.0000	70.0000
5236	0.0318	239.9354	69.9998
5237	0.2367	0.0000	50.0000
5238	0.4323	239.9354	69.9967
5239	0.0826	101.7716	69.9999
5240	0.0069	91.0641	69.9999
5241	0.0341	186.7884	49.9991
5242	0.0313	0.0000	50.0000
5243	0.0277	0.0000	30.0000
5244	0.0042	0.0000	30.0000
5245	0.0192	186.7441	49.9991
5246	0.0811	22.1473	50.0000
5247	0.0909	0.0000	50.0000
5248	0.0261	0.0000	50.0000
5249	0.0082	0.0000	50.0000
5250	0.0040	0.0000	50.0000
5251	0.0623	0.2697	30.0000
5252	0.0994	0.0000	50.0000
5253	0.0745	1.9808	30.0000
5254	0.5257	0.0000	50.0000
5255	0.0709	0.0000	50.0000
5256	0.0909	0.0000	50.0000
5257	0.0028	0.0000	50.0000
5258	0.0043	40.6392	50.0000
5259	0.0387	40.6392	50.0000
5260	0.0100	0.0000	50.0000
5261	0.0096	0.0000	50.0000
5262	0.0326	26.7562	50.0000
5263	0.0313	13.8831	50.0000
5264	0.0142	61.5908	50.0000
5265	0.0241	40.1882	50.0000
5266	0.0280	21.4026	50.0000
5267	0.0933	0.0000	50.0000
5268	0.0645	373.5247	29.9917
5269	0.0464	1884.6807	119.7335
5270	0.0533	1070.8777	119.9722
5271	1.2851	1070.8777	119.9722
5272	1.0882	1884.6807	119.7335
5273	0.0517	1884.6807	119.7335
5274	2.1245	1884.6807	119.7335
5275	0.0097	388.4681	49.9837
5276	0.0101	116.0556	49.9999
5277	0.0349	272.4124	49.9998
5278	0.0580	272.5492	49.9961
5279	0.0075	243.2396	49.9975
5280	0.0334	515.7888	49.9495
5281	0.0715	1.9808	30.0000
5282	0.1114	0.0000	20.0000
5283	0.0753	0.0000	20.0000
5284	0.0771	0.0000	50.0000
5285	0.0154	47.5777	50.0000
5286	0.0623	13.7850	50.0000
5287	0.1317	47.2873	50.0000
5288	0.0575	28.4061	50.0000
5289	0.0999	0.0000	50.0000
5290	0.1138	0.0000	50.0000
5291	0.0855	0.0000	50.0000
5292	0.1343	0.1152	50.0000
5293	0.2156	0.0488	50.0000
5294	0.0908	0.0226	50.0000
5295	0.3409	12.7978	50.0000
5296	0.1432	124.7676	49.9998
5297	0.0074	5.4433	50.0000
5298	0.0137	130.2108	49.9998
5299	0.1590	73.1477	50.0000
5300	0.0118	35.5780	50.0000
5301	0.0134	119.2805	49.9999
5302	0.1864	163.0865	49.9995
5303	0.0853	355.7184	49.9886
5304	0.0178	61.1578	50.0000
5305	0.1542	101.9746	49.9999
5306	0.4202	0.0000	50.0000
5307	0.3954	0.0000	50.0000
5308	0.1662	62.7264	120.0000
5309	0.0926	267.1742	119.9913
5310	0.3148	321.7524	119.9816
5311	0.3278	1070.8777	119.9912
5312	0.2931	1.8866	50.0000
5313	0.1285	0.0000	50.0000
5314	0.1356	0.0099	50.0000
5315	0.0983	311.4678	69.9906
5316	0.0134	149.2277	49.9996
5317	0.0247	0.0000	50.0000
5318	0.0801	0.0000	50.0000
5319	0.0225	0.0000	50.0000
5320	0.0541	2.5126	50.0000
5321	0.0549	126.9670	29.9999
5322	0.0954	66.4665	30.0000
5323	0.0518	73.4168	50.0000
5324	0.1417	0.0000	50.0000
5325	0.0712	0.0000	50.0000
5326	0.1470	0.0000	50.0000
5327	0.1552	0.0000	50.0000
5328	0.0695	0.0000	50.0000
5329	0.0765	0.0000	50.0000
5330	0.0622	0.0000	50.0000
5331	0.3582	106.3680	69.9999
5332	0.0575	281.5341	69.9937
5333	0.0142	0.0046	30.0000
5334	0.0867	0.0046	30.0000
5335	0.0130	0.0000	30.0000
5336	0.1065	0.0000	30.0000
5337	0.0179	0.0000	30.0000
5338	0.1808	73.4168	50.0000
5339	0.0735	0.0000	50.0000
5340	0.1267	0.0000	50.0000
5341	0.0681	0.0000	50.0000
5342	0.0624	0.0122	30.0000
5343	0.2726	0.0000	30.0000
5344	0.0576	0.7127	30.0000
5345	0.0584	0.7127	30.0000
5346	0.1641	5.8317	50.0000
5347	0.0497	6.1022	50.0000
5348	0.2112	6.1022	50.0000
5349	0.0044	2.4541	50.0000
5350	0.0519	13.4427	50.0000
5351	0.1238	6.1501	50.0000
5352	0.2660	0.0044	50.0000
5353	0.1773	6.1501	50.0000
5354	0.0451	1.6558	50.0000
5355	0.0787	9.9693	50.0000
5356	0.1606	9.9649	50.0000
5357	0.0024	169.3829	49.9994
5358	0.1025	141.4615	49.9997
5359	0.0271	12.8508	50.0000
5360	0.0767	6.1322	50.0000
5361	0.1024	6.1322	50.0000
5362	0.5404	0.0000	50.0000
5363	0.1783	88.4585	69.9999
5364	0.0983	0.0000	50.0000
5365	0.0894	0.0000	50.0000
5366	0.1300	87.5717	50.0000
5367	0.1537	0.0000	50.0000
5368	0.0626	0.0000	50.0000
5369	0.0081	0.0000	50.0000
5370	0.3739	0.0000	50.0000
5371	0.0142	44.1083	50.0000
5372	0.0396	44.1083	50.0000
5373	0.0234	87.1903	50.0000
5374	0.1040	0.2104	50.0000
5375	0.0360	86.9798	50.0000
5376	0.0114	0.5617	50.0000
5377	0.3569	2.2119	50.0000
5378	0.2735	0.0000	50.0000
5379	0.0799	0.0000	50.0000
5380	0.0327	0.0000	50.0000
5381	0.1026	0.0000	50.0000
5382	0.0957	0.0000	50.0000
5383	0.0979	0.0000	50.0000
5384	0.2067	0.0000	50.0000
5385	0.0466	0.0000	50.0000
5386	0.0573	0.4535	30.0000
5387	0.0547	2.2119	30.0000
5388	0.0743	0.4535	30.0000
5389	0.0546	0.0000	50.0000
5390	0.0179	0.0000	50.0000
5391	0.0224	0.0000	50.0000
5392	0.0399	255.6648	29.9982
5393	0.0175	255.6648	29.9982
5394	0.1648	2.9234	50.0000
5395	0.1469	2.8015	50.0000
5396	0.0141	255.6648	29.9982
5397	0.0669	0.0000	30.0000
5398	0.1480	63.9696	30.0000
5399	0.0148	255.6648	29.9999
5400	0.0266	63.9696	30.0000
5401	0.0965	2.8015	50.0000
5402	0.1470	0.0000	50.0000
5403	0.3657	2.7989	50.0000
5404	0.0664	0.0000	50.0000
5405	0.0841	1.3546	50.0000
5406	0.0204	15.2743	50.0000
5407	0.1622	456.5870	49.9690
5408	0.4713	0.0000	50.0000
5409	0.3972	0.0000	50.0000
5410	0.1183	13.5437	30.0000
5411	0.0181	26.7091	30.0000
5412	0.0351	468.1375	49.9657
5413	0.0288	86.0735	30.0000
5414	0.0883	259.3926	49.9968
5415	0.0077	279.9199	49.9956
5416	0.0434	185.4079	19.9997
5417	0.0125	353.8842	49.9888
5418	0.4716	18.3506	50.0000
5419	0.4853	24.5820	50.0000
5420	0.0721	31.5778	20.0000
5421	0.0929	19.8808	20.0000
5422	0.0266	11.6971	20.0000
5423	0.0655	351.5035	49.9891
5424	0.0217	351.5035	49.9891
5425	0.0175	353.8842	49.9888
5426	0.0096	383.0813	49.9846
5427	0.0089	304.2223	49.9939
5428	0.0686	147.8112	29.9998
5429	0.5048	55.2225	50.0000
5430	0.4271	51.8703	50.0000
5431	0.5324	0.0411	50.0000
5432	0.0198	0.0000	50.0000
5433	0.2739	55.2635	50.0000
5434	0.0235	0.0000	30.0000
5435	0.3254	0.0039	50.0000
5436	0.0748	0.0000	30.0000
5437	0.2043	0.0000	50.0000
5438	0.1668	0.0000	50.0000
5439	0.0178	208.6517	49.9986
5440	0.0141	302.9835	49.9940
5441	0.2344	12.6080	30.0000
5442	0.0054	145.5587	49.9997
5443	0.0350	107.4014	49.9999
5444	0.0313	38.1573	30.0000
5445	0.0303	28.2852	30.0000
5446	0.5457	364.8515	69.9989
5447	0.0410	230.6119	69.9972
5448	0.0810	22.3708	50.0000
5449	0.2170	127.0888	49.9998
5450	0.1097	184.1142	49.9992
5451	0.0134	0.0039	50.0000
5452	0.1501	0.0000	50.0000
5453	0.1564	230.6158	69.9972
5454	0.0111	674.9364	69.7931
5455	0.0188	273.2952	49.9960
5456	0.0060	368.9169	29.9995
5457	0.0099	12.5203	30.0000
5458	0.2909	186.5609	49.9991
5459	0.2000	12.5203	30.0000
5460	0.1139	46.0876	50.0000
5461	0.0176	101.0565	49.9999
5462	0.0490	129.5593	49.9998
5463	0.0098	49.7619	50.0000
5464	0.0440	630.6092	49.9929
5465	0.1121	934.1533	49.9660
5466	0.0058	524.3239	49.9993
5467	0.0526	459.5913	49.9980
5468	0.1032	0.0000	50.0000
5469	0.1730	2.8806	50.0000
5470	0.0820	2.4789	50.0000
5471	0.0634	0.0000	50.0000
5472	0.0214	112.8053	29.9999
5473	0.0773	120.8918	29.9999
5474	0.0333	93.9263	49.9999
5475	0.0247	129.0460	49.9998
5476	0.0261	186.5609	49.9991
5477	0.0295	129.0460	49.9998
5478	0.0293	186.5609	49.9991
5479	0.0262	129.0460	49.9998
5480	0.2419	12.8846	30.0000
5481	0.0059	12.8846	50.0000
5482	0.0981	66.1142	50.0000
5483	0.0860	144.8736	49.9997
5484	0.0093	198.3272	49.9989
5485	0.1393	129.0460	49.9998
5486	0.0083	10.5077	50.0000
5487	0.0193	158.8849	49.9995
5488	0.0031	10.5077	50.0000
5489	0.2217	39.1818	50.0000
5490	0.0108	21.5582	50.0000
5491	0.0073	19.2711	50.0000
5492	0.0250	1.1336	50.0000
5493	0.0370	48.6808	50.0000
5494	0.3089	32.4035	50.0000
5495	0.4232	54.9456	50.0000
5496	0.1208	87.3491	50.0000
5497	0.1223	48.6808	50.0000
5498	0.0098	112.0093	49.9999
5499	0.0679	186.7884	49.9991
5500	0.2456	191.0730	49.9990
5501	0.4082	45.5119	50.0000
5502	0.0861	198.8933	49.9989
5503	0.3735	3.4065	50.0000
5504	0.0790	127.3660	49.9998
5505	0.2142	0.0000	50.0000
5506	0.2323	90.3787	50.0000
5507	0.2086	55.3054	50.0000
5508	0.3262	53.9361	50.0000
5509	0.6891	36.4426	50.0000
5510	0.0153	385.0923	49.9843
5511	0.0576	141.8527	49.9997
5512	0.1081	269.0367	49.9963
5513	0.0668	239.0342	49.9977
5514	0.1917	224.8711	49.9982
5515	0.6028	170.2501	119.9986
5516	0.0319	420.5492	49.9777
5517	0.0635	349.9540	49.9893
5518	0.0973	349.9540	49.9893
5519	0.1445	0.0000	50.0000
5520	0.0570	420.5492	49.9777
5521	0.0077	0.0000	50.0000
5522	0.3343	0.0000	50.0000
5523	0.0193	0.0000	30.0000
5524	0.0563	0.0000	30.0000
5525	0.0128	81.5737	30.0000
5526	0.0093	81.5737	30.0000
5527	0.0269	0.0000	30.0000
5528	0.0680	5.0776	30.0000
5529	0.0838	12.8846	30.0000
5530	0.0411	0.0000	50.0000
5531	0.0950	0.0000	50.0000
5532	0.1454	0.0000	50.0000
5533	0.0987	0.0000	50.0000
5534	0.1104	0.4142	30.0000
5535	0.0452	1.0066	30.0000
5536	0.0408	0.0000	30.0000
5537	0.0691	0.0000	50.0000
5538	0.0459	24.4284	30.0000
5539	0.0177	22.6001	30.0000
5540	0.1534	22.6001	30.0000
5541	0.0699	41.0870	50.0000
5542	0.1628	82.4891	50.0000
5543	0.0686	103.8362	49.9999
5544	0.1754	0.0000	50.0000
5545	0.0126	105.4390	49.9999
5546	0.0145	17.3223	50.0000
5547	0.1210	44.3774	50.0000
5548	0.1488	88.1505	50.0000
5549	0.0705	52.7527	50.0000
5550	0.0110	143.9536	69.9996
5551	0.2583	900.7396	69.9589
5552	0.0302	1044.6931	69.9853
5553	0.0128	900.7396	49.9706
5554	0.0088	900.7396	69.9589
5555	0.0688	760.1685	49.9971
5556	0.1945	0.0000	50.0000
5557	0.0558	0.0000	50.0000
5558	0.0184	0.0000	50.0000
5559	0.0816	0.0000	50.0000
5560	0.0014	104.2508	29.9999
5561	0.0065	151.9126	29.9998
5562	0.0064	104.2508	29.9999
5563	0.0144	151.9126	29.9998
5564	0.0439	104.2508	29.9999
5565	0.0491	151.9126	29.9998
5566	0.0108	13.4057	30.0000
5567	0.0088	27.7834	30.0000
5568	0.0089	38.3168	30.0000
5569	0.0374	0.0000	20.0000
5570	0.0546	0.0000	20.0000
5571	0.0572	0.0000	20.0000
5572	0.0911	0.0000	20.0000
5573	0.1647	0.0000	50.0000
5574	0.4033	0.0000	50.0000
5575	0.1000	26.8412	50.0000
5576	0.0083	0.0000	50.0000
5577	0.1599	77.2547	50.0000
5578	0.0028	0.0000	50.0000
5579	0.2661	0.0000	50.0000
5580	0.1372	0.0000	50.0000
5581	0.0043	86.4235	50.0000
5582	0.2186	3.9300	50.0000
5583	0.0197	6.6953	30.0000
5584	0.0166	3.3166	30.0000
5585	0.0321	6.5198	30.0000
5586	0.0235	12.5799	30.0000
5587	0.0205	13.2467	30.0000
5588	0.0891	0.0000	30.0000
5589	0.0780	0.0000	30.0000
5590	0.2699	0.0000	50.0000
5591	0.0911	17.2047	50.0000
5592	0.4457	0.0007	50.0000
5593	0.8088	280.2892	49.9956
5594	0.4528	23.1636	50.0000
5595	0.0280	88.7252	50.0000
5596	0.0240	15.2119	50.0000
5597	0.0318	0.0000	50.0000
5598	0.0151	0.0000	50.0000
5599	0.1416	0.0000	50.0000
5600	0.1164	0.0000	50.0000
5601	0.0691	0.0000	50.0000
5602	0.2062	0.0000	50.0000
5603	0.2293	87.5717	50.0000
5604	0.1940	0.0000	50.0000
5605	0.0091	143.6884	49.9997
5606	0.0814	133.7471	49.9998
5607	0.2318	143.6884	49.9997
5608	0.1370	8.2840	50.0000
5609	0.0639	577.3796	49.9207
5610	0.1345	128.9273	29.9999
5611	0.1099	0.0000	50.0000
5612	0.8353	96.9099	49.9999
5613	0.0077	96.9099	49.9999
5614	0.3961	89.4693	50.0000
5615	0.1754	0.0000	50.0000
5616	0.0703	4.2265	30.0000
5617	0.4891	0.0000	50.0000
5618	0.2007	89.4693	50.0000
5619	0.1463	0.0000	50.0000
5620	0.0237	575.5305	29.9530
5621	0.0157	89.4693	50.0000
5622	0.2715	96.9099	49.9999
5623	0.0195	0.0000	50.0000
5624	0.0898	50.4525	50.0000
5625	0.1005	39.0168	50.0000
5626	0.0118	96.9099	49.9999
5627	0.0633	89.4693	50.0000
5628	0.0266	89.4693	50.0000
5629	0.0306	0.0000	50.0000
5630	0.0311	96.9099	49.9999
5631	0.0229	89.4693	50.0000
5632	0.0139	71.9669	50.0000
5633	0.0251	122.5881	49.9998
5634	0.2971	122.1437	49.9998
5635	0.5249	0.0000	50.0000
5636	0.0426	0.0000	50.0000
5637	0.0262	0.0000	50.0000
5638	0.1381	0.0000	50.0000
5639	0.1750	0.0000	50.0000
5640	0.0096	109.1637	49.9999
5641	0.0548	862.2892	49.9753
5642	0.1958	399.1616	49.9819
5643	0.0165	0.7670	20.0000
5644	0.0656	0.0000	20.0000
5645	0.1894	0.0000	20.0000
5646	0.0410	227.9564	49.9981
5647	0.0585	0.8832	20.0000
5648	0.0233	0.0113	20.0000
5649	0.0505	0.6831	20.0000
5650	0.0108	105.1617	49.9999
5651	0.0026	576.4353	49.9212
5652	0.0218	82.0237	50.0000
5653	0.0533	3.5825	30.0000
5654	0.1806	11.4532	30.0000
5655	0.0714	3.5691	30.0000
5656	0.1536	0.0133	30.0000
5657	0.1249	0.0000	50.0000
5658	0.1141	16.8485	50.0000
5659	0.0150	0.0000	50.0000
5660	0.0120	0.0000	50.0000
5661	0.0120	0.0000	50.0000
5662	0.0906	14.8335	50.0000
5663	0.1510	41.9936	50.0000
5664	0.0715	64.2975	50.0000
5665	0.1486	9.4135	50.0000
5666	0.3260	0.0000	50.0000
5667	0.0258	0.0000	50.0000
5668	0.0810	0.0000	70.0000
5669	0.0057	7.1620	30.0000
5670	0.0286	0.0017	30.0000
5671	0.0564	4.9150	30.0000
5672	0.1519	0.0000	70.0000
5673	0.0223	0.0000	50.0000
5674	0.0678	712.4232	69.7433
5675	0.0896	183.4507	119.9999
5676	0.0995	0.0027	30.0000
5677	0.0280	0.0000	30.0000
5678	0.2474	911.9910	119.9854
5679	0.2979	110.2452	119.9997
5680	0.1147	0.0000	50.0000
5681	0.1369	0.0735	30.0000
5682	0.0490	4.8460	30.0000
5683	0.0242	5.2938	50.0000
5684	0.0452	119.8226	49.9999
5685	0.0536	124.3306	49.9998
5686	0.1425	6.1322	50.0000
5687	0.0833	1.1740	50.0000
5688	0.0286	0.0000	50.0000
5689	0.0182	893.4320	69.3684
5690	0.0512	0.0000	50.0000
5691	0.7345	0.0000	50.0000
5692	0.0096	0.0099	50.0000
5693	0.2423	0.0000	50.0000
5694	0.0432	49.5457	50.0000
5695	0.0398	111.6619	50.0000
5696	0.0448	0.0000	30.0000
5697	0.2477	0.0000	50.0000
5698	0.2351	9.5183	50.0000
5699	0.1318	19.3345	50.0000
5700	0.1642	0.0278	30.0000
5701	0.0117	40.2859	30.0000
5702	0.0300	194.6993	29.9994
5703	0.3447	11.2304	50.0000
5704	0.0321	91.5731	49.9999
5705	0.0653	0.0000	30.0000
5706	0.0070	537.6226	49.9963
5707	0.1114	155.0924	69.9994
5708	0.1612	0.0000	50.0000
5709	0.0803	87.5717	50.0000
5710	0.0814	13.1706	30.0000
5711	0.0971	17.7439	30.0000
5712	0.2679	88.5301	50.0000
5713	0.0089	26.7091	30.0000
5714	0.0041	26.7091	30.0000
5715	0.0159	28.6097	30.0000
5716	0.2825	28.6097	30.0000
5717	0.0126	0.0000	30.0000
5718	0.0124	5.2766	30.0000
5719	0.2694	6.1369	30.0000
5720	0.0174	0.0000	30.0000
5721	0.0063	0.0000	50.0000
5722	0.2349	1129.5050	119.9656
5723	0.0549	0.0000	30.0000
5724	0.0321	91.3101	50.0000
5725	0.1282	91.3101	30.0000
5726	0.0409	2.4678	50.0000
5727	0.1703	0.0000	30.0000
5728	0.0515	40.1722	50.0000
5729	0.1072	0.0000	50.0000
5730	0.0150	0.0000	50.0000
5731	0.0152	0.0000	50.0000
5732	0.0118	0.0000	50.0000
5733	0.4100	0.0000	50.0000
5734	0.7064	0.0000	50.0000
5735	0.0073	0.0000	50.0000
5736	0.0101	0.0000	30.0000
5737	0.0476	44.3189	30.0000
5738	0.0511	44.3189	30.0000
5739	0.0977	0.0000	30.0000
5740	0.0478	0.0000	30.0000
5741	0.1190	99.5075	49.9999
5742	0.0174	0.0000	30.0000
5743	0.1748	0.0000	30.0000
5744	0.0122	0.0000	30.0000
5745	0.0693	0.0000	30.0000
5746	0.0082	260.8001	49.9967
5747	0.0370	260.8001	49.9967
5748	0.0367	328.8304	49.9916
5749	0.1279	13.5090	30.0000
5750	0.0415	114.0098	29.9999
5751	0.0716	3.3959	30.0000
5752	0.1134	38.3468	30.0000
5753	0.0110	0.0000	30.0000
5754	0.1342	0.0000	30.0000
5755	0.0071	9.0940	30.0000
5756	0.3150	0.0000	30.0000
5757	0.0052	0.0000	50.0000
5758	0.1007	80.7870	50.0000
5759	0.4620	116.8210	49.9999
5760	0.2938	131.4474	49.9998
5761	0.0441	586.0767	69.9985
5762	0.3518	586.0767	69.9926
5763	0.0668	153.9791	50.0000
5764	0.0146	153.9791	49.9996
5765	0.1164	1657.2671	119.8405
5766	0.6820	1657.2671	119.8405
5767	0.1023	0.2842	30.0000
5768	0.1404	0.0000	30.0000
5769	0.0031	36.6817	30.0000
5770	0.0050	36.6817	30.0000
5771	0.5955	0.0000	50.0000
5772	0.0801	0.0000	50.0000
5773	0.1127	24.3001	50.0000
5774	0.0345	130.6684	29.9999
5775	0.1692	0.0000	50.0000
5776	0.0118	0.0000	50.0000
5777	0.2088	177.1311	49.9993
5778	0.2113	0.9584	50.0000
5779	0.2158	26.2457	70.0000
5780	0.0069	72.7039	30.0000
5781	0.0059	72.7039	30.0000
